irc.servercentral.net Tue Dec 26 23:43:09 2006
#linuxes 15 ..:: Linux en espaÒol :D ::..
#secnews 1
#2600ie 1
#novascotia 17 MERRY CHRISTMAS TO EVERYONE.. AND A HAPPY NEW YEAR!!!!!'
#router 1
#tombstone 5
#greenant 1
#cybernations 1
#pokerstars.com 1
#v710 2
#cops 3
#dmpoker 1
#showoff 2
#sherdog 1
#8==D 4 GLOBAL WARMING IS DESTROYING OUR 8==D!!!!!!! OMG/MERRY XXXMAS PM ME N00DZ
#Finnmark 3
#boobslutz 1
#1realslutz 1
#FreeForAll 1
#Ffa 2
#Right 1
#kauai 2
#taiwanese 1
#depthcore 1
#necora 2 MORE COWBELL! :: http://trac.necora.fi/nappula/wiki/Lisenssit
#technews 2
#CableUT99 1
#chat_chat 1
#lemon 1
#gollim 1
#om-trivia 1
#.forbid. 3
#dc530 1
#vikanes 5
#grimnorth 1
#potl 3
#mrfaust 2
#Soso 1
#gmail.com 8
#JACKED 2
#!!gangbangme 1
#submission4all 2
#toejoki 2
#prison 2 Merry HoeHoe XMas
#smergos 2
#oldcpu 1
#vs-league 2
#beedogs 2
#families 2 Welcome to our channel. (Rated "G" for general audiences)
#zielona 2
#CDN 3
#real1real 1
#Chomsky 1
#software 2
#misfits 2
#Yeti 1
#sinsemilla 2 http://sinsemillacannabis.com/sinsemilla.gif
#gax 1
#cubesat 1
#!/usr/local/bin/zsh 1
#*#@ 1
#mars 2
#GWS 1
#X3MUNO 3 14,1.04.4.7.:8::0 [23:15:59] <@Fader Christmas> Strangulo kommer bara fÂ kolbitar i julklapp i Âr igen. 8::7:.
#40chatters 18
#junkstaff 4
#secured-networks 3
#winva 2
#mcnamara 2 Merry Christmas and God bless us, every one!!!!!! 
#alt.binaries.console.xbox.360 4
#360bins 2
#xbox360bins 2
#xenium 2
#cemen 2
#xbox-saves 2
#console-alliance 2
#pspscene.com 2
#xbox360scene 2
#xbox2-scene 2
#xbox-linux 2
#mercefreaken 1
#MartialArtsKings 1
#jaldomar 1
#DaMaGe 2
#deepdance 1
#deviated 2 Sex Channel.we have cute models ready to give their pussies.$5000 for one night.peeps with small penis aren't allowed!
#uptime 15 [16:53] <@daryl> 4wks 6days 19hrs 37mins 34secs
#wiimote 2 The damn channel for the motelovers alike......GO GO MOTEDEV FTW
#taborpoker 3
#insectisafaggot 2
#h8r 2
#kcchiefs 2
#Zeroisabitch 2
#eBooks 2 http://computermachines.org     post your request/link to any book you desire
#fnt 1 este owns your soul.
#teamfaint 1 este owns your soul
#wad 1
#Tr1V1A 6
#SpiderISP 33 1Webs.SpiderISP.net [UP] - Box.SpiderISP.net [UP] - for vhosts list type !vhosts - 4www.ShahadGroup.com .. PS: If no one is online please submit a ticket
#iSod 2
#lol_anonymous 3 For those who can't stop saying lol.....there IS help! | jsz needs our help and support he can't go 10 minutes w/out lol
#temazo 2
#sensimedia 2
#tsunaminews 3
#terrornews 3
#GLG 3
#Peg-recruits 1
#Peg-Chat 1
#oleruss 1
#paintballservice.no 1
#shinra 1
#fused 4 http://www.kcidx.org
#kameltÂ 2 p¯ssle?
#Telarian 2
#mssqlhelp 2
#transactsql 2
#tsql 2
#mssql 2
#pluged 4
#piratbio.se 2
#piratbio 2
#pujol_pwnz_right_all_efnet_channels 1
#Ixelion 1
#NjakerÂ 2
#rewox 2
#tsistaff 2
#nymphval 2
#fuzzy 2
#kokar 3
#homesweethome 1
#PokerChat 4 Link of the day: http://www.cardplayer.com/magazine/article/15250 SAGE SYSTEM
#savagelabs.tk 1
#lawrence 2
#napa 2
#mp3hqpubs 4
#MisterX 3
#fuck_darfur 26 fuck em, and fuck their mudhuts too | http://nig.gr/11o2 | http://nig.gr/11o3
#allniteparty 12 13[Æ] [Æ] [Æ] [Æ] [Æ] [Æ] [Æ] [Æ]12 Welcome to #ALLNITEPARTY Chatroom.. English CHAT ONLY 13[Æ] [Æ] [Æ] [Æ] [Æ] [Æ] [
#bphack 6
#Emilia 11
#profit 1
#nigg3rz 2
#boi 2 [BOI] Band of Irish - http://boi.redirectme.net
#everyonesspace 6
#ev1space 6
#money 3
#ogo 3
#gogo 3
#Nytekill 1
#esp-nokia 1
#billytalent 2
#club^h0t 1 #club^h0t - for the SINGLE h0t ppl !!
#prsguitars 1
#sikh 7
#Icons_Of_Insomnia 4
#Morpheus 4 Stay the fuck off my nick. Its belonged to me for years on this network, LONG before "The Matrix". Morpheus - Greek God Of Dreams
#routed.to 4
#itm600 2
#purerave 2
#lockcard 2
#adultchat 2
#dsslegends 1
#brasov 3 Brasov Owned
#øc 1
#solo 5 gw jagain dulu channel
#dont.whois.me 3 I said don't /whois me... AND I OBVIOUSLY MEANT NOT TO JOIN AFTERWARDS!
#droidz 4 Merry Xmas
#framtidigetrygdiser 2
#testingstuff 2
#cache 2
#slap 1
#whois 1
#il-li 1
#forget 2
#mik3y 1
#pb-spoil 1
#manhunt 1
#ribena 3
#mtgfrance 5 Mazz, t'es mon iddle...
#Dovecat 1
#noticias 2
#asdfsdf 1
#defiant 2
#bungle.fever 2
#40+friends 13 Welcome all to #40+friends, newbies as well as alumnae from past years.
#mirc-for-newbies 14 Welcome to #mirc-for-newbies, if you need help just ask in channel, or hang around and chat, and make new friends.
#nzbsrus 5
#CiRCA 1
#dvdrw 1
#animedvdr 2
#bottlerDlist 1
#datefriends 14 From the creators of #fuckfriends we present you #datefriends for those tender at heart!
#!!!_insults 3 Village Idiots & Cum Guzzlers get +
#kviz 5
#tnet 2
#btinteractive 1
#paullytest 1
#LoveKissSex 1
#e-gold 3
#JunctionX 3
#hentaix 1 9,1[ Hentai X ] 0,1Type "XDCC LIST" for 100mbit Hentai High Qual Rips Divx/Xvid/OGM - Serv and get Distro access.
#windows-fiji 14 The next client version of windows
#Puma 1
#slash0 2
#ps2tops 1
#xboxtraders 1
#Radio-Shakira 3 24 Horas! Agrega esta direcciÛn URL a tu reproductor - http://Radio-Shakira.dyndns.org:8000
#rant 1 Come on in, the waters great
#swamps 1
#.com 39 http://Punktcom.notlong.com   | <<< ‰r inget horhus... stripp osv bˆr hÂllas i priv.
#dickheads 2
#hold'em 1
#proftpd 1
#noop 1
#Hamilton 2
##### 4
#mind 1
#mindOS 1
#wickedmusic 1
#DarkLotusKrew 4 http://www.deviantart.com/deviation/30279817/
#sin7 1
#BigBadTeam 4
#abusive 14 flip the track, bring the oldschool back
#ontario 2
#warning 3 old warning :))
#kunambi 2
#ryan1918.com 2
#2Ti3 2 Happy B-day Predje 
#costinesti 3 8%7,8%8,7%4,7%1,4%4,1%4,1 program pt trivia 15-04 dimineatza 4,1%1,4%4,7%8,7%7,8%8%
#depressionsucks 18 <evilOlive> I want to kill for Christmas
#wewewewr 1
#synth 4
#killall 1
#confluence 1
#azure 1
#Komplisert 4
#street.pharmacist 3
#sostoned 3 merry christmas crackers
#witch 3 WTF?!  Film at 11...
#sync 28
#nerofunkorSTFU 1
#cws 2
#.unreadable 1
#webbasert 1
#eZ_TAB 1
#ancients 2
#WA 6
#anthrax 3
#cubik 1
#reform 3
#serialz-4.us 6
#312 1
#win2k6 1
#specialops 2
#sat0cr3w 3 §§Smoke Weeds , Get High Productions...[op an user before leave this chan ,thx]§§
#account 6
#.slash 4
#novem3 1
#TeamVSN 3
#windowslonghorn 12 The next server version of windows
#bartender 4
#the_owl 3 The babe..the Son..of Mary
#ksdrhideout 2
#pacmanfan 2
#caseyden 1
#ADMIN-MEETING 1
#j-syn 1
#i.am.too.old.for.irc 1
#stickball 2
#8thdungeon 2 http://www.fischart.com/assets/art/artwork/Games/d20/beholder.jpg = randy's girlfriend
#iledelareunion 1
#geekgirls 15 (merry||happy) && (holiday||christmas||whatever) &&  "Boobs don't cause kernal panics" - xmoogle | http://statbot.irc.su
#tbcc 2
#c++.temple 1
#julesverne 3 jome has strange friends and stranger bedfellows.
#Sensualsex 2
#>=| 2
#compton 1
#netsyndrome 2
#baba 3
#writers2 1
#Vampyre 2
#VampireCathedral 1
#VampireHall 1
#VH*OOC 1
#xenosaga 2
#VH*outside 1
#Zunemasters 7 http://s28.photobucket.com/albums/c217/sn1p3rman/Zune/
#djscrew 1
#swishahouse 1 Chopped n Screwed
#avrillavigne 1
#brlan 1
#DungeonRunners 9 Welcome to [DUNGEON RUNNERS] For more info look at www.plaync.com - Forum Coming Soon
#AION 10 Welcome to [AION - THE TOWER OF ETERNITY] For more info look at www.plaync.com - Stay and IDLE
#acey 1
#HamWiki 1
#WLIrc 2
#sportsracers 1
#serialkiller 28 kablah
#Vob-HQ 4
#temple 1
#gaycannibals 3 http://www.popmatters.com/pm/blogs/shortends_post/9047/short-cuts-guilty-pleasures-cannibal-the-musical
#l33tdud3s 2
#ded 2
#UpInSmoke 16 Ø`∑.∏∏.∑¥Ø`∑.∏∏.-> StiLL SmoKin MERRY CHRISTMAS TO EVERYONE.. AND A HAPPY NEW YEAR!!!!!' <-.∏∏.∑¥Ø`∑.∏∏.∑¥Ø
#alt-hacker.org 2
#ezshoutcast 3
#Latin-Music-Videos 3
#0DAY-DUMP 1
#flux 2 0,4GOD 0,3JUL
#juniperhelp 1
#opie&anthony 1
#opieandanthony 1
#o&a 1
#photographyequipment 4
#photogear 4
#wordpress 4
#camera 4
#digicams 4
#photos 4
#talkdslr 4
#photo 4
#olympic 4
#Simplixity 1
#troubleshoot 3
#ride_the_snake 1
#obsd 4
#footbag 1
#GayWiccans 2
#gaypotheads 2
#Meetingroom 1
#|htf| 1
#|htf|spam| 1
#hhhh 3
#Hus 3 Gledelig Jul
#ZeldaWII 3 Legend of Zelda : Twilight Princess Chat | Spoilers = +b | *sigh* i want a wii
#realestate 2
#NextNet 3
#insomnium 4
#nagra3 6
#jboss 1
#cns 1
#s!p 1
#mplayer 1
#hav0c 1
#nakenmusa 3
#freedrinks 3
#occaid-ec 1
#csi 1
#syn2 1
#781 2
#MICHELLEYWEB 1
#wacky 1
#blink182.no 1
#torrentpunks 1
#problembarn 1
#t¯s 2
#roundhouse 1
#kri 1
#norris 1
#K-Lined 2
#a-shell 1
#hell-net 1
#sandved 2
#devil 2
#macwarez 3
#ratpoison 1
#hlatlantis 2
#zsh 1
#stargateatlantis 5
#warchalking 6
#ourchannel 2
#gawker 1
#wonk 1
#brian 1
#420_Lounge 3
#shellromania 2
#vax 1
#irc_drama 6 Fuck you, you fucking cocksucker! hows that for drama?
#Co-Fusion-Team 2
#Co-Fusion 2
#Technology 3
#fxppack 1
#GameTZ 2
#PS2Linux 3
#melodramatic 2
#mp-casino 1
#helpless 5 4GOD JUL <> [21:59:35] <jackan> ˆppnade kuvert nu.. fÂtt 1500 :S | Vi v‰ntar fortfarande pÂ goops GPS!
#gloryholes 3
#sportinheels 4
#gaytruckers 4
#gaymichigansex 4
#gaylansing-mi 4
#gayboise 4
#gaybears 4
#gayalaska 4
#PURE-BELTA 1
#zurna 3
#oziumstats 2
#ozium 3
#idle.no 14 http://idle.rykroken.net | /msg trunk HELP | God jul!
#inetking 10 .: http://www.inetking.com/ | Servers Online | Come Join Us | /server -m irc.inetking.com -j #inetking :.
#Civil2k 7
#ontariochat 4
#latinmp3 4
#ShellEH 5
#Hardtechno 1
#HÿHÿ 1
#cairo 4 128,1 Welcome 
#TTV 1
#torontomapleleafs 3
#adc 5
#asiandvdclub 5
#vietnorge 5
#luu 5
#mods 5
#lu.se2 2
#Checking 2
#evilpack 1
#evilz 1
#mb-servers 3
#cry 1
#dragutza 1
#ircgreeks 2
#vmix 1
#d24e4 1
#pdn 2
#sellers 1
#sh3ll 1
#best-shells 1
#(*)(*) 1
#isp 1
#π 1
#locate 1
#everyonedoesIT 20 If assholes could fly, this place would be a fucking Airport!!! | !blazed = cmds 
#ipracing 12 >Intricate Performance Racing Development<
#hktvb 8 starting your fserv HERE if you like to SHARE . No CURSING at anything
#3dwrewz-dl 1
#BeanieBabies 1
#BeanieBaby 1
#MPeg4 1
#WaReSoP+ 1
#bayarea_rap 1
#replaytv 1
#champcar 1
#IBM-PC 2
#TheV0iD 2
#MoKhaYaM 6 13,15Good FRIENDS are hard to find, harder to leave, and impossible to forget
#dont.whois.me.you.biatch 1
#wickedklown 3
#osuny 3
#wiizone 9 4Are you in the zone :: The wii zone :: #NintendoXG #Wiiland :: http://site.nintendoxg.com
#belgium 1 happy christmas!
#\\andr\\ 1
#resss 1
#bistrita 8 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#buzau 9 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#chisinau 8 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#sibiu 8 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#TradeTorrent 8 www.TorrentInvites.com - The easiest way to exchange invites - Over 150 users | English ONLY!
#fPix 1
#BrasIRC 3
#Ps3Linux 4
#freestyle 4
#i917xab8 1
#sici 1
#shokotan 2
#IrishDreams 1
#southpark-episodes 2
#kr-pre 2
#gamesnmetal 2 [ www.warked.com ][BeerfestPart1- http://www.megaupload.com/?d=0KCO18WN part2 http://www.megaupload.com/?d=A4EMQU7K ]
#audio-heaven 1
#RReboot 6 GOD JUL
#fooirc 3
#\m/ 3
#antifjortis 3
#sote 3
#mvp 3
#nameless 4
#khi 1
#ac/dc 4
#acdc 4
#ddi 4
#bzflag 4
#dewdropuno 4
#AT-REHAKLES 1
#ThirdDay 2
#kab3wm 1
#doc-pre 1
#HBO 1
#gooogle 1
#kurt 2
#shibby 1
#aura_x 4
#wifiwarfare 1
#whatthe 2
#Only_Evil_People_look_at_a_Whois 1
#fukbots 1
#turmoil 1
#iVRiT 2
#sneakers604 3
#bermuda 1
#qwduiwq 2
#Pr0nStarS 2
#kˆnigkaber 1
#funacadie 21
#powerscan 2
#undermind 3
#kvegflokken 8 Vi skyter jula inn :D God jul. D¯d over slakteren!
#hardstyle 3
#Al3x 2
#omaha 1
#fuse 1
#bastmania 1
#catresslair 2
#SCREWEDUPCLICK 1
#Z|20_DA_CROOKED 1
#gobby 1
#nagra 1
#erasei 2
#AMCafe 3
#icons_of_alcoholism 4 rip monkster & evil_ed
#agnosticism 1
#eviliggy 5
#mathy 5
#easynews.nl 18
#lordpil-networks 5
#ircnewbies 14
#mysteryland 1
#itanium 5
#international.house.of.pimps 5 I don't want no snakes in this motherfuckin' channel..
#kin 4
#Ivu 1
#exter-n-foxy 3
#poop 4
#jewish-mafia 4
#feldlachs 2
#27 3 AWWW YA
#darktown 2
#darktown-spam 2
#rogaland 4
#nr1 3
#Taliban 3 just idle. no private messages please, we are busy in kandahar
#VideoHits 16 9,1WWW.VIDEOHITS.FW.NU !!! 7,1Kinky -  donde Van Los Muertos ...,,,
#hanafjedle 6
#SATAKORE 7 SRP v2.1a is out => http://madroms.free.fr/#SRPv2.1a - You can speak about it and make it spread :D
#unitedparty.no 3
#c00lest.net 3
#keyshells 3
#crux- 3
#Dragonlords 6
#newbie-lan 6 Offisielle irc kanalen til www.Newbie-LAN.no
#akvarieklubben 5 > > > Velkommen til en fiskeprat <<< Dagens akvarium: http://img.alibaba.com/photo/11148918/USB_Christmas_Aquarium.jpg
#bie 5
#vestb¯stad 7
#bilstereoforum.dk 2
#azzkikkazz 5 God Jul ^_^
#elektro 2
#blg 3 http://www.flickr.com/photos/angelillo182/170068133/ Welcome to H http://www.clipfish.de/player.php?videoid=NDg1Mzd8Mw%3
#Sortland 3
#PocketXXX 2
#gospel 2 Rest in Peace Gerald Levert
#dab 4
#ngl 4 GO! GO! GO! Vi er i gang! - http://ngl.frodew.info - http://www.jippii.no/?st4w0ZE1XsQBavszuq7wTEJCJ
#rimbo2k 3 http://www.reviewjournal.com/video/titus.html  <-- behandlas s‰mre ‰n ett djur och han har inte ens fÂtt sin dom
#sportsvogn 7 Velkommen til sportsvogn - kanalen der det gÂr fort i svingene! ^|^ http://tinyurl.com/vun2e
#canon 5
#radiostaddenhaag 12 14.00-00.00 Herhaling uitzending van 24 dec. | RSDH wenst iedereen fijne kerstdagen en een gelukkig nieuwjaar!!
#Êie 4 for en d¯dtrist kanal dette har blitt, alle folka er jo borte :(... trist, veldig trist
#fumanchu 7 1234
#digitalbritney 2 Channel Retired head to #BritneyLounge
#PriorityColocation 4 Please go to #PriorityColo, this channel is no longer in use nor supported.
#freaknight 2
#kellarihumppa 6 r.i.p. wes :(
#ax 3
#onecall.no 4 www.onecall.no | One call, that's all!
#onecall 4 www.onecall.no - One call, that's all!
#tvnews 7 !uk | !uk <genre/seriestitle/starthour:/channel> | !us | !us <seriestitle/starthour:/channel> | more commands comming so
#gefleradio 5 www.GefleRadio.com
#scandinavia 5 Velkommen! | For hjelp, !info | http://www.scandinavianews.com/ | Ha en fin dag! :)
#RoyalChat 9 Homo? jeg? nei nÂ snakker du om deg selv Teddy626
#Onebuying 4 roligaste kanalen pÂ irc
#noctis 9 13 Jan : www.noctis.com/collage -- r.i.p. st dic: http://www.fuse.be/saintdic
#MartialArts 11 Welcome to EFNet's MartialArt Channel <> Website coming soon <> Merry Christmas Everyone!
#super-disc 8 We have a person that will take over this chan, stay tuned for more news
#antifasciism 8 Hitler is back in style! http://video.google.com/videoplay?docid=-6754189825153903429
#warpcore 9
#wc-staff 8
#ceo 4
#lyric 8 Closed bis es ein neues script/page gibt :( THX! an alle die da geblieben sind! :)
#bardu 7 BARDUFOSS
#nait 7
#tg-chat 7
#1st 2
#nortf 6 Velkommen til nortf | http://www.nortf.no
#stnorge 4
#linkarna 1
#nslo 3 Neste nslo h¯st 2019
#bacau 9 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#bukkake 3 http://www2.b3ta.com/bukkake/ | http://www.mspaintporn.net/thing.jpg
#ecuador 4
#PackNToke 5 http://www.break.com/index/cop_tasers_his_leg.html PLAY WITH TAZERS! <3 dazz chan :|
#samim 4 Dr.Van Nostrum
#goblin 4
#oradea 9 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#pitesti 9 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#animenfo 2
#progg.pl 4 \o/
#sundom 3 En pysty... On niin hapokasta
#ak47 5 www.djdan.ru
#halloalzey 2
#servut.us 5 Efnet | http://servut.us
#riff.no 4 Riff.no's afterspam! The official channel
#dctest 2
#HartzIV-Mp3 5
#team-bj¯rum 2
#hopeless 1
#¯l&snus 1
#muellem 1
#psyzion 6 Mazal TOV Le GUY VE CANDY <3<3<3
#turtles 2 heroes in a half shell
#10 5
#plopp 5 http://www.bilforumet.net/showthread.php?t=152611 -  Min uheldige erfaring med Eyecandyracing
#steinkjer 2 Velkommen til #steinkjer :: www.sau.no
#latinos 3 WWW.AMORNET.NET - WWW.HISPANONET.NET - WWW.BOLIVIANOS.NET
#guldhaug 3 hva med bittelitt sn¯ til jul?
#holdem 5
#cultclssc 2
#f1.no 3
#prst 1
#bod¯.poker 3 Poooker til juul jaaa? 
#sundom.wc3 3
#PRE.HQ 2
#Tirnaveni 9 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#Tarnaveni 8 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#inferno-ownz 24 7[15Inferno7]10-7[15SITE 12ON7]-7[12Only SOPs7]
#kaffeklubben 4
#inferno-ownz.spam 8
#biztalk 1
#isocore 3
#ovial 1
#OnKeLswe 3
#40spancakehouse 3 Merry Christmas everyone
#psyworld 2
#gold 2 Happy Xmas, every motherfucking last one of yah! / -freak-
#nery 2
#hadeland 3
#yellowpad 2
#Sighisoara 8 0,7** Intrati pe Canalul1 #Ro0 cu Trivia Non-Stop, 2http://ro.trivia.at0 **
#GspShells 5 0,3Welcome to -= GspShells =-0,1 Special New year Offer Buy 8 Bg Get 1 BG Free 11,12 Admins: Soraj , heartb3at 0,10WebSite = www.Gspshells.org
#heavymetal 2
#0reloaded 2
#groda 5 V‰gval l‰gre a-kassa-ers‰ttning och hˆg a-kasseavgift
#koston 2
#koalitio 4 http://www.youtube.com/watch?v=OLFM8zpZ0AA&search=wwii  || http://www.youtube.com/watch?v=n_cdsLA96QM&search=kummeli
#worldofwarcraft.de 3
#moxquizz 3
#gummizelle 3
#iPAQ 3 NO Triggers - and yes that includes !list and @find - www.estatica.de/schnappi.swf
#openworld 3
#Wares 4
#colombia 4 WWW.AMORNET.NET - WWW.HISPANONET.NET
#sherman 3 ~Sherman Place~
#imports 5 Forget Domestic, Exotics are too pricey, It's all about the Toyota's, Scions, Lexus', Nissan's, Infiniti's Mazda's, Kia's and other Asian cars.
#haven 3 -=Haven Home=-
#closet 3 I <3 you
#IRCNorge 3
#Suhareka 11
#MrAnToN 12
#Avast 13
#Scooter 11
#speculation.org 4
#choker 1 set sail for dick.
#nintendoxg 4 NintendoXG  :: Yea check out http://site.NintendoXG.com :: Home IRC server - irc.NintendoXG.com come by and join
#RadioPirates 2 RadioPirates forum http://www.radiopirates.co.nr/ for all you pirate free radio needz
#qulangel 1
#otersss 1
#co||ectivesou|z 3
#wallofchaos 6 9 Well see if i have to fuck with my ports or not. "butthead" - " heh heh I said ports huh huh huhuh huhuhuh"
#innocent 1
#G-line 1
#lamerit 5
#nugget 3
#insightstudios 1
#dacodec 1
#RD-DISTRO 2
#Boo.Hoo.GoodFella.Has.Been.Mean.To.Me 2
#Hanso 2
#Tapeworm 2
#HansoFoundation 2
#m5sc 1
#ÿssia 2
#noccers 2
#mtd-spam 1
#theregister 1
#crackrock 1 3 parts cocaine 1 part baking soda and some water!
#handholder 3
#LIDS 5 Linux Intrusion Detection System & Security Extreme Kernel 
#monk3y 1
#beretta 1
#RoundHouseKickToTheFace 2 Chuck Norris Anti-Idle
#skiinfo 1
#whores 3 whores.
#dramallama 1
#cubao 2
#celestesthebest 3
#Love2Chat 1
#sbs 2
#elysian 1
#xcess4all 3
#closet.case 2 Welcome to #Closet.Case
#bisexual 2 Welcome to #bisexual.
#ArmedAssault 6 Www.ArmedAssault.Com Official Site | Armed.Assault.GERMAN.CLONE-GRATIS  Download: http://skocz.pl/ArmedAssault Instructions: http://skocz.pl/Instructions
#shellhosttalk.com 2
#shellph 2
#shellreview.us 2
#shellreview 2
#vacancy 1
#wsp 7
#GMM 6 The channel is currently closed. || I saw a tactical nuclear missle disintegrate a car and was like lol!
#db 1
#100mbit 1
#irc.gamesnet.net 1
#blackXP 14
#THABOX 2
#dpa-members 1
#dpa_vip 1
#its_me_aron 1
#pc-e 2
#MistletoeMyXmASS 3 GewdBai
#hogs 7
#dumb 2
#mkcard 2
#linkshell 3
#do.not.whois.me 3
#review 3
#shellhosting 3
#lwhosting 3
#hemligt 2 http://www.gamereactor.se/blog/Petter/40569/
#boxen 2
#boxen_classic 2
#ˇ 2
#bearsden 4 Merry Christmas to all..thank you Santa!!!!
#RoyalNetworks 2
#knoxville 7 Welcome to #knoxville
#!tcl 4 tcl dev channel | safetcl enabled |  http://wiki.tcl.tk/  http://tclcommands.notlong.com/
#SED 2
#snakepit 4 Merry Christmas
#noisia 1
#mp3indier 1
#leechit 2
#kindness 1
#BCMshells 12 http://bcmhosting.com | IRC Shells | bots, bouncers, ircds, services
#frothbat 3 ballz
#wgi 1
#dolce&gabana 2
#al2006 1
#impreza 3
#gys 3
#konsolefreakz 3 Konsole FreakZ ::: Status - 3UP ::: Welcome to Konsole FreakZ
#tiltmode 1 shindig at ky's tomorrow night, just us bys
#FireHouse 1
#InfoWarfare 1
#torontoraptors 1
#goduke 2
#chechnya 2
#paksters 1
#harvard 9 È nois que ta !!! http://www.johnnyganjaseed.com/johnny.htm
#kamonegi 2
#Pakistani 3 WelCome 2 #Pakistani This is Pakistan Admin Channel!!!
#bbusa 2
#TOraves 2
#HappyCore 1
#boom 2
#AIRSOFTHARSTAD 3 Harstads stolthet samlet pÂ en kanal.. nesten
#fightclub 98
#clockworkorange 3
#beavis-and-butthead 3
#tr1via 49 06 Welcome to #tr1via 14 All Trivia freaks welcome!!!! annoying people will be banned!
#islamabad 8 #Islamabad - WelCome! Rule-1. NO CAPS Rule-2. No colors Rule-3. Dont Private Message the ops Rule-4. Dont Abuse other users
#Jesus_is_the_Way 2
#Christian-discussion 1
#constitutionalists 2 Constitution Party - www.constitutionparty.com
#chit 2 Glad Lucia
#lahore 8 WelCome 2 #Lahore! Rule-1. NO CAPS Rule-2. No colors Rule-3. Dont Private Message the ops Rule-4. Dont Abuse other users'
#//// 1
#netdrop 1
#blackbeatstars.mp3 2
#Blackbeatstars.announce 2
#worldbeyond 3
#cheyannasworld 8
#spacecowboys 6
#jeco 4
#MOVIE-GODZ 2
#cs.adera.se 2
#furi 1 so alone :(
#hwcn 1
#brock 1
#worldofawrcraft 1
#trivia-chat 3 8,0|0,8|7,8|8,7|4,7|7,4|5,4|4,5|1,5|5,1| 0 We're the only Trivia Channel you need! 13(11Containing4 68944 11questions!13) 5,1 |1,5|4,5|5,4
#idleville 1
#lamerdude 1
#ww3 2 World War III -|new video-> http://www.youtube.com/watch?v=YVHoBBKP55g
#DarioJames 1
#20_channels_makes_me_feel_31337 1
#yes_I_am_that_lame_that_being_idle_on 1
#satanxv 2 4www.SatanXv.tk....8Bienvenido este nuevo mundo.....NoPoDrEsOÒARmAScOntIGo...
#raidenftpd 1
#thecommunity 2
#bundytest 1
#YoMoma 1
#peta 1
#TESTBOT.EDU 1
#zodiacs 1
#downlink 1
#scrounge 2
#NewsTalk 3
#fuckuall 1
#expicks 2
#umc 2
#addict 1
#cisco-help 1
#shell-box 23
#crackerz 1 Smoke Weed, Dance Naked, Be Happy! - Ask your question, but i dont think somebody will answer.
